timestamp,alert,classification,priority,protocol,src_ip,src_port,dst_ip,dst_port
02/14-01:01:13.000000,ICMP PING,Misc activity,3,TCP,220.50.195.41,52432,52.247.0.108,9065
02/14-01:01:14.000000,ICMP PING,Misc activity,3,TCP,218.158.100.47,8412,70.214.199.14,55182
02/14-01:01:15.000000,SNMP trap tcp,Attempted Information Leak,3,TCP,241.109.203.85,47239,197.89.206.153,666
02/14-01:01:16.000000,SNMP AgentX/tcp request,Misc activity,2,TCP,166.72.229.25,26407,16.220.136.198,11595
02/14-01:01:17.000000,SCAN nmap XMAS,Misc activity,2,TCP,251.9.17.13,9342,157.247.61.72,40267
02/14-01:01:18.000000,SCAN nmap XMAS,Misc activity,2,TCP,110.228.202.120,51870,68.183.223.63,28029
02/14-01:01:19.000000,SCAN nmap XMAS,Attempted Information Leak,3,TCP,109.144.143.55,38493,58.24.60.26,37579
02/14-01:01:20.000000,SNMP AgentX/tcp request,Misc activity,3,TCP,53.212.250.73,27683,162.225.112.219,46364
02/14-01:01:21.000000,SNMP request tcp,Misc activity,2,TCP,228.153.93.20,4701,103.65.252.211,48154
02/14-01:01:22.000000,SNMP trap tcp,Attempted Information Leak,2,TCP,64.79.22.32,35226,205.38.232.116,50226
02/14-01:01:23.000000,ICMP PING *NIX,Misc activity,3,UDP,122.188.13.203,6501,207.15.169.128,17381
02/14-01:01:24.000000,ICMP PING,Attempted Information Leak,3,TCP,127.245.208.2,3108,123.91.151.108,22093
02/14-01:01:25.000000,SCAN nmap XMAS,Misc activity,2,TCP,87.182.251.243,9479,154.251.161.216,39789
02/14-01:01:26.000000,SCAN nmap XMAS,Misc activity,3,TCP,250.204.204.90,6283,235.145.171.141,39296
02/14-01:01:27.000000,ICMP PING BSDtype,Attempted Information Leak,2,UDP,47.107.123.207,39678,97.122.195.2,52843
02/14-01:01:28.000000,ICMP PING *NIX,Misc activity,2,TCP,225.165.178.70,27306,52.165.131.25,43414
02/14-01:01:29.000000,ICMP PING undefined code,Misc activity,3,UDP,12.58.166.116,37018,243.77.130.87,34440
02/14-01:01:30.000000,ICMP PING *NIX,Attempted Information Leak,2,TCP,164.78.182.161,63448,107.61.115.16,57414
02/14-01:01:31.000000,ICMP PING *NIX,Attempted Information Leak,2,TCP,20.57.4.54,11011,252.246.112.143,16315
02/14-01:01:32.000000,SNMP AgentX/tcp request,Misc activity,3,TCP,229.14.125.234,13860,82.53.120.199,42451
02/14-01:01:33.000000,ICMP PING undefined code,Attempted Information Leak,3,TCP,214.63.22.239,19201,243.141.115.250,18648
02/14-01:01:34.000000,ICMP PING *NIX,Misc activity,2,TCP,134.251.108.17,20999,109.132.228.253,1187
02/14-01:01:35.000000,SCAN nmap XMAS,Misc activity,3,TCP,237.86.101.206,12961,241.138.43.207,65190
02/14-01:01:36.000000,ICMP PING undefined code,Attempted Information Leak,2,TCP,254.149.127.86,27553,121.153.226.105,15391
02/14-01:01:37.000000,SCAN nmap XMAS,Attempted Information Leak,3,UDP,47.166.157.151,47131,138.141.87.107,65046
02/14-01:01:38.000000,SCAN nmap XMAS,Misc activity,2,TCP,218.199.67.38,61640,31.49.85.82,26804
02/14-01:01:39.000000,ICMP PING BSDtype,Attempted Information Leak,2,TCP,10.71.83.11,58682,184.15.233.86,34144
02/14-01:01:40.000000,SNMP AgentX/tcp request,Misc activity,3,TCP,147.42.111.100,2844,126.155.10.200,44093
02/14-01:01:41.000000,SCAN nmap XMAS,Attempted Information Leak,3,ICMP,236.252.208.134,2391,85.213.52.26,7037
02/14-01:01:42.000000,ICMP PING,Misc activity,3,UDP,253.104.94.168,16879,50.70.205.53,2465
02/14-01:01:43.000000,SCAN nmap XMAS,Misc activity,3,TCP,148.199.244.51,30910,21.18.138.194,51783
02/14-01:01:44.000000,ICMP PING undefined code,Attempted Information Leak,3,TCP,173.166.91.12,50099,12.139.244.58,20509
02/14-01:01:45.000000,SNMP trap tcp,Attempted Information Leak,3,TCP,71.157.142.2,20250,159.234.27.172,42
02/14-01:01:46.000000,ICMP PING undefined code,Misc activity,3,TCP,14.238.182.10,8381,39.15.106.94,26760
02/14-01:01:47.000000,SNMP trap tcp,Misc activity,3,ICMP,67.125.64.178,7531,31.87.36.203,33987
02/14-01:01:48.000000,ICMP PING,Misc activity,2,TCP,114.97.133.205,40063,59.59.79.234,37903
02/14-01:01:49.000000,ICMP PING undefined code,Misc activity,3,UDP,163.115.163.68,51715,111.163.108.242,54445
02/14-01:01:50.000000,SNMP request tcp,Attempted Information Leak,3,UDP,209.133.1.236,64757,35.137.193.45,41768
02/14-01:01:51.000000,ICMP PING *NIX,Misc activity,2,UDP,102.45.195.12,9040,59.105.78.49,6306
02/14-01:01:52.000000,SCAN nmap XMAS,Misc activity,2,TCP,13.213.27.58,18252,220.69.248.28,61918
02/14-01:01:53.000000,ICMP PING undefined code,Attempted Information Leak,2,TCP,83.42.132.217,61807,54.59.24.147,21439
02/14-01:01:54.000000,SNMP AgentX/tcp request,Misc activity,3,TCP,208.228.167.155,38201,38.27.177.47,6398
02/14-01:01:55.000000,ICMP PING undefined code,Attempted Information Leak,2,UDP,111.239.73.106,3780,78.240.103.139,15654
02/14-01:01:56.000000,SCAN nmap XMAS,Misc activity,3,TCP,192.83.187.61,44658,108.222.50.17,42584
02/14-01:01:57.000000,SNMP trap tcp,Attempted Information Leak,3,TCP,8.109.174.217,48705,78.123.132.103,44295
02/14-01:01:58.000000,SCAN nmap XMAS,Attempted Information Leak,2,TCP,17.236.31.79,15935,83.158.160.27,64832
02/14-01:01:59.000000,ICMP PING BSDtype,Attempted Information Leak,3,TCP,79.57.85.120,34367,71.130.62.108,17305
02/14-01:02:00.000000,ICMP PING BSDtype,Misc activity,3,TCP,128.192.81.69,10490,148.112.14.152,20585
02/14-01:02:01.000000,SCAN nmap XMAS,Attempted Information Leak,3,TCP,17.68.27.222,30535,70.142.28.25,62198
02/14-01:02:02.000000,ICMP PING undefined code,Misc activity,3,UDP,58.190.89.105,31670,190.190.94.239,61137
02/14-01:02:03.000000,SNMP trap tcp,Misc activity,3,UDP,106.15.110.162,13273,26.143.212.70,6038
02/14-01:02:04.000000,SNMP request tcp,Attempted Information Leak,3,TCP,201.137.76.31,62390,105.190.157.145,57591
02/14-01:02:05.000000,ICMP PING undefined code,Misc activity,2,TCP,167.230.10.152,63972,209.203.16.208,33648
02/14-01:02:06.000000,SCAN nmap XMAS,Attempted Information Leak,3,TCP,87.53.238.179,57785,218.170.180.92,18799
02/14-01:02:07.000000,ICMP PING,Attempted Information Leak,3,TCP,112.62.53.42,33778,121.177.171.223,64372
02/14-01:02:08.000000,SCAN nmap XMAS,Misc activity,2,TCP,114.92.171.97,12193,120.6.15.64,1624
02/14-01:02:09.000000,ICMP PING *NIX,Misc activity,3,TCP,38.189.238.182,29852,78.232.94.45,39867
02/14-01:02:10.000000,SNMP trap tcp,Attempted Information Leak,3,UDP,46.174.154.232,4300,126.30.145.70,23762
02/14-01:02:11.000000,ICMP PING undefined code,Attempted Information Leak,2,ICMP,200.183.229.203,8015,220.44.156.55,2118
02/14-01:02:12.000000,ICMP PING undefined code,Misc activity,2,TCP,5.160.161.126,18391,28.25.3.150,22502
02/14-01:02:13.000000,ICMP PING undefined code,Attempted Information Leak,2,UDP,166.85.173.12,40734,1.105.29.122,13789
02/14-01:02:14.000000,ICMP PING,Misc activity,2,TCP,214.128.79.146,8873,130.236.244.226,22089
02/14-01:02:15.000000,ICMP PING *NIX,Misc activity,3,ICMP,88.135.233.84,25330,182.168.82.198,27093
02/14-01:02:16.000000,SCAN nmap XMAS,Attempted Information Leak,2,TCP,100.208.172.55,5724,32.245.150.39,49322
02/14-01:02:17.000000,ICMP PING *NIX,Attempted Information Leak,3,ICMP,124.166.219.54,38210,187.49.236.170,9085
02/14-01:02:18.000000,ICMP PING undefined code,Misc activity,3,TCP,104.149.234.139,21673,37.214.66.124,58671
02/14-01:02:19.000000,SNMP trap tcp,Misc activity,3,TCP,40.49.109.216,60044,154.56.231.7,46941
02/14-01:02:20.000000,SNMP AgentX/tcp request,Misc activity,3,TCP,154.86.220.243,62824,38.30.158.2,766
02/14-01:02:21.000000,ICMP PING undefined code,Attempted Information Leak,3,TCP,215.147.214.249,6880,161.104.167.205,52538
02/14-01:02:22.000000,SCAN nmap XMAS,Misc activity,2,UDP,148.250.105.84,32806,82.66.130.39,15807
02/14-01:02:23.000000,SNMP trap tcp,Misc activity,2,TCP,168.100.30.131,45493,50.208.35.98,31408
02/14-01:02:24.000000,ICMP PING *NIX,Misc activity,3,TCP,65.26.166.11,53949,205.59.136.202,47983
02/14-01:02:25.000000,ICMP PING,Misc activity,3,TCP,145.81.197.243,55167,16.202.71.112,51354
02/14-01:02:26.000000,SNMP AgentX/tcp request,Attempted Information Leak,2,UDP,241.50.187.214,25783,3.161.154.172,10522
02/14-01:02:27.000000,ICMP PING BSDtype,Misc activity,3,UDP,19.213.140.199,23241,124.14.235.109,33491
02/14-01:02:28.000000,ICMP PING undefined code,Attempted Information Leak,3,UDP,221.10.86.61,14968,54.68.228.54,6954
02/14-01:02:29.000000,SCAN nmap XMAS,Attempted Information Leak,3,TCP,131.113.55.172,52462,59.112.1.98,40514
02/14-01:02:30.000000,ICMP PING undefined code,Misc activity,2,TCP,115.189.48.163,14080,199.123.187.116,24686
02/14-01:02:31.000000,ICMP PING *NIX,Attempted Information Leak,3,TCP,59.60.181.185,5356,223.79.156.150,7930
02/14-01:02:32.000000,ICMP PING *NIX,Attempted Information Leak,2,TCP,236.22.165.91,45948,203.171.244.249,53167
02/14-01:02:33.000000,ICMP PING undefined code,Attempted Information Leak,3,TCP,221.93.104.62,54198,195.144.150.56,41410
02/14-01:02:34.000000,SCAN nmap XMAS,Misc activity,3,TCP,123.67.150.237,39985,199.22.41.215,15303
02/14-01:02:35.000000,ICMP PING *NIX,Misc activity,3,TCP,22.105.35.17,2952,97.116.58.43,10120
02/14-01:02:36.000000,ICMP PING,Attempted Information Leak,3,TCP,172.73.40.38,8228,48.236.55.1,52594
02/14-01:02:37.000000,ICMP PING,Misc activity,3,TCP,21.65.243.140,43685,179.207.56.242,5736
02/14-01:02:38.000000,SNMP AgentX/tcp request,Misc activity,2,UDP,116.250.176.166,21827,128.173.158.138,17871
02/14-01:02:39.000000,ICMP PING undefined code,Attempted Information Leak,3,TCP,17.185.63.50,22637,63.57.181.241,17368
02/14-01:02:40.000000,ICMP PING,Misc activity,3,TCP,188.21.182.130,5532,43.126.57.171,55791
02/14-01:02:41.000000,ICMP PING undefined code,Misc activity,2,TCP,11.90.120.239,55922,147.74.69.224,15953
02/14-01:02:42.000000,ICMP PING,Misc activity,3,UDP,99.133.211.36,63521,238.237.118.251,30729
02/14-01:02:43.000000,SNMP request tcp,Misc activity,3,TCP,228.253.216.75,33254,143.80.108.110,42643
02/14-01:02:44.000000,ICMP PING,Misc activity,2,UDP,87.117.168.118,23252,126.54.86.135,19956
02/14-01:02:45.000000,SNMP trap tcp,Attempted Information Leak,3,TCP,214.80.197.59,15812,183.233.22.14,58501
02/14-01:02:46.000000,SNMP AgentX/tcp request,Attempted Information Leak,2,TCP,49.222.223.153,26898,233.25.200.78,17914
02/14-01:02:47.000000,ICMP PING undefined code,Misc activity,3,TCP,156.198.138.55,22998,234.10.63.248,57175
02/14-01:02:48.000000,SNMP trap tcp,Misc activity,3,TCP,104.191.81.226,37108,11.138.19.13,32325
02/14-01:02:49.000000,ICMP PING,Attempted Information Leak,3,UDP,211.198.38.202,48763,127.59.30.110,26501
02/14-01:02:50.000000,ICMP PING,Attempted Information Leak,3,TCP,132.71.47.170,48863,118.105.107.167,55575
02/14-01:02:51.000000,SCAN nmap XMAS,Attempted Information Leak,3,TCP,32.239.167.35,60421,48.212.155.29,10853
02/14-01:02:52.000000,ICMP PING,Attempted Information Leak,3,UDP,55.72.145.214,41620,26.113.242.96,40214
02/14-01:02:53.000000,SCAN nmap XMAS,Attempted Information Leak,3,TCP,67.190.64.145,36102,79.179.30.45,7412
02/14-01:02:54.000000,SNMP request tcp,Attempted Denial of Service,3,ICMP,202.37.0.166,35066,220.195.105.236,32147
02/14-01:02:55.000000,SCAN nmap XMAS,Misc activity,3,UDP,34.131.141.229,59522,146.240.183.69,11447
02/14-01:02:56.000000,SCAN nmap XMAS,Attempted Information Leak,3,TCP,232.195.51.224,39572,217.175.170.80,5652
02/14-01:02:57.000000,ICMP PING undefined code,Misc activity,3,TCP,161.204.150.63,49128,185.173.130.55,42735
02/14-01:02:58.000000,ICMP PING undefined code,Attempted Information Leak,3,TCP,216.8.59.220,6190,50.209.77.96,26203
02/14-01:02:59.000000,SNMP trap tcp,Misc activity,2,TCP,143.38.161.11,42012,6.51.46.102,57840
02/14-01:03:00.000000,SCAN nmap XMAS,Misc activity,3,UDP,219.41.205.209,49307,137.29.58.113,38047
02/14-01:03:01.000000,SNMP request tcp,Attempted Information Leak,2,TCP,99.6.240.145,25178,250.61.87.172,36531
02/14-01:03:02.000000,ICMP PING undefined code,Misc activity,2,TCP,187.19.234.159,49855,183.143.183.118,65446
02/14-01:03:03.000000,SNMP trap tcp,Attempted Information Leak,2,TCP,101.224.113.238,62206,200.197.118.176,42683
02/14-01:03:04.000000,ICMP PING,Misc activity,3,TCP,49.248.0.96,63904,60.55.175.165,29935
02/14-01:03:05.000000,ICMP PING *NIX,Misc activity,3,TCP,235.197.134.198,36472,43.82.239.15,64032
02/14-01:03:06.000000,SNMP AgentX/tcp request,Misc activity,2,TCP,38.166.159.230,15496,166.31.141.13,53667
02/14-01:03:07.000000,ICMP PING,Misc activity,3,UDP,125.30.179.184,8863,250.34.66.81,46459
02/14-01:03:08.000000,SNMP request tcp,Misc activity,2,UDP,67.209.106.125,55995,168.64.27.153,39428
02/14-01:03:09.000000,ICMP PING,Attempted Information Leak,3,UDP,33.189.64.177,20145,68.221.76.209,33706
02/14-01:03:10.000000,ICMP PING undefined code,Misc activity,2,TCP,144.62.5.30,38508,65.109.183.227,48401
02/14-01:03:11.000000,ICMP PING,Attempted Information Leak,2,ICMP,102.54.151.129,2529,46.70.14.244,20492
02/14-01:03:12.000000,SNMP AgentX/tcp request,Misc activity,2,TCP,113.120.69.127,8428,30.211.68.235,37086
02/14-01:03:13.000000,ICMP PING,Misc activity,2,UDP,166.90.57.249,13940,186.157.142.15,15889
02/14-01:03:14.000000,ICMP PING,Attempted Information Leak,3,UDP,183.69.217.214,28484,226.54.113.116,46063
02/14-01:03:15.000000,SNMP trap tcp,Misc activity,3,TCP,201.4.76.208,5741,227.39.203.232,27903
02/14-01:03:16.000000,ICMP PING *NIX,Misc activity,2,TCP,58.184.1.152,21730,132.121.167.250,4644
02/14-01:03:17.000000,SCAN nmap XMAS,Misc activity,3,TCP,108.3.169.131,15017,202.191.193.188,18038
02/14-01:03:18.000000,ICMP PING *NIX,Attempted Information Leak,3,TCP,237.118.50.135,62715,19.242.228.11,63904
02/14-01:03:19.000000,SNMP trap tcp,Misc activity,3,TCP,14.70.254.9,15465,29.100.65.192,62253
02/14-01:03:20.000000,ICMP PING undefined code,Misc activity,3,TCP,65.172.227.118,2990,95.75.174.80,50595
02/14-01:03:21.000000,SCAN nmap XMAS,Misc activity,2,UDP,43.64.41.62,29818,195.88.42.86,5721
02/14-01:03:22.000000,SNMP AgentX/tcp request,Misc activity,3,UDP,138.122.3.107,51363,98.246.37.246,37482
02/14-01:03:23.000000,ICMP PING undefined code,Attempted Information Leak,3,TCP,186.29.12.234,33437,92.89.3.55,28131
02/14-01:03:24.000000,ICMP PING,Misc activity,3,TCP,28.73.50.160,14725,155.140.55.159,63532
02/14-01:03:25.000000,SCAN nmap XMAS,Attempted Information Leak,2,TCP,159.116.130.197,59931,151.93.62.119,39437
02/14-01:03:26.000000,SNMP trap tcp,Attempted Information Leak,2,TCP,12.110.95.242,48179,28.242.221.42,48740
02/14-01:03:27.000000,ICMP PING,Attempted Information Leak,3,TCP,95.114.232.185,9857,50.108.202.178,60289
02/14-01:03:28.000000,SNMP AgentX/tcp request,Misc activity,3,TCP,163.170.29.226,32724,76.229.116.29,652
02/14-01:03:29.000000,SNMP trap tcp,Attempted Information Leak,2,TCP,181.192.30.245,33284,220.32.170.80,20097
02/14-01:03:30.000000,ICMP PING BSDtype,Attempted Information Leak,2,TCP,50.243.170.134,50167,150.228.15.51,38233
02/14-01:03:31.000000,SCAN nmap XMAS,Attempted Information Leak,3,TCP,83.196.14.183,43616,228.118.64.150,35521
02/14-01:03:32.000000,SNMP request tcp,Misc activity,3,TCP,48.177.195.79,20814,68.177.238.71,40246
02/14-01:03:33.000000,SCAN nmap XMAS,Misc activity,3,TCP,154.45.236.204,38528,198.243.48.117,41572
02/14-01:03:34.000000,ICMP PING BSDtype,Misc activity,3,UDP,238.60.212.73,17204,96.187.117.93,59136
02/14-01:03:35.000000,SCAN nmap XMAS,Attempted Information Leak,2,ICMP,156.140.36.125,21448,32.217.120.157,10951
02/14-01:03:36.000000,ICMP PING,Misc activity,3,TCP,181.238.24.252,33497,61.0.116.244,31751
02/14-01:03:37.000000,SNMP AgentX/tcp request,Misc activity,2,TCP,42.193.174.102,11818,131.205.3.122,62060
02/14-01:03:38.000000,ICMP PING,Attempted Information Leak,3,TCP,144.152.202.207,14458,142.179.90.11,54238
02/14-01:03:39.000000,SNMP request tcp,Misc activity,2,TCP,17.179.88.147,19576,197.126.102.36,7844
02/14-01:03:40.000000,SCAN nmap XMAS,Attempted Information Leak,2,TCP,25.58.124.125,43318,59.241.132.113,50537
02/14-01:03:41.000000,SNMP trap tcp,Attempted Information Leak,2,TCP,120.232.59.161,19365,153.227.87.59,7618
02/14-01:03:42.000000,ICMP PING,Misc activity,2,TCP,31.126.88.78,31870,220.6.181.185,26135
02/14-01:03:43.000000,ICMP PING,Attempted Information Leak,2,TCP,160.90.65.59,55635,60.214.253.49,2294
02/14-01:03:44.000000,SCAN nmap XMAS,Misc activity,2,ICMP,151.28.173.57,18764,21.226.231.30,21820
02/14-01:03:45.000000,ICMP PING,Misc activity,3,TCP,158.236.92.150,55742,179.232.240.252,62557
02/14-01:03:46.000000,ICMP PING undefined code,Attempted Information Leak,3,UDP,200.11.2.158,47146,133.126.67.197,20894
02/14-01:03:47.000000,SCAN nmap XMAS,Misc activity,3,TCP,194.31.191.58,11688,8.193.76.84,54815
02/14-01:03:48.000000,SNMP request tcp,Misc activity,3,UDP,167.239.254.133,19397,118.191.11.163,51878
02/14-01:03:49.000000,ICMP PING,Attempted Information Leak,2,TCP,200.0.32.96,34672,23.30.212.2,16621
02/14-01:03:50.000000,ICMP PING,Misc activity,3,TCP,157.115.53.189,37346,123.44.53.165,2896
02/14-01:03:51.000000,SNMP AgentX/tcp request,Attempted Information Leak,2,UDP,114.3.126.15,7111,50.166.83.68,25895
02/14-01:03:52.000000,ICMP PING,Attempted Information Leak,2,TCP,11.237.111.113,33395,138.110.162.204,49304
02/14-01:03:53.000000,ICMP PING undefined code,Attempted Information Leak,2,TCP,138.131.143.223,4579,4.94.188.236,41582
02/14-01:03:54.000000,ICMP PING,Misc activity,2,TCP,215.151.43.246,34333,111.1.172.228,57892
02/14-01:03:55.000000,SNMP request tcp,Misc activity,3,TCP,88.5.236.86,3975,184.4.4.15,58532
02/14-01:03:56.000000,ICMP PING BSDtype,Misc activity,2,ICMP,75.82.158.11,36400,14.243.85.79,29346
02/14-01:03:57.000000,SCAN nmap XMAS,Misc activity,2,TCP,101.17.24.148,18453,251.206.229.149,87
02/14-01:03:58.000000,ICMP PING,Misc activity,3,TCP,128.41.48.179,3672,87.93.82.173,32735
02/14-01:03:59.000000,ICMP PING *NIX,Misc activity,3,TCP,143.174.5.70,24479,21.35.198.148,64586
02/14-01:04:00.000000,SNMP AgentX/tcp request,Attempted Information Leak,3,TCP,228.240.131.229,51408,139.155.163.26,56006
02/14-01:04:01.000000,ICMP PING undefined code,Misc activity,3,TCP,66.79.153.134,41608,39.254.128.28,34942
02/14-01:04:02.000000,ICMP PING,Attempted Information Leak,3,TCP,200.252.16.96,3032,174.155.29.126,31331
02/14-01:04:03.000000,SCAN nmap XMAS,Misc activity,3,TCP,205.146.71.205,31800,118.194.93.216,59705
02/14-01:04:04.000000,SNMP AgentX/tcp request,Attempted Information Leak,2,UDP,80.231.92.228,38428,33.139.166.134,36476
02/14-01:04:05.000000,ICMP PING,Misc activity,3,TCP,59.106.199.233,54120,23.115.217.57,6099
02/14-01:04:06.000000,ICMP PING,Misc activity,3,TCP,21.110.54.114,36867,226.128.31.207,11015
02/14-01:04:07.000000,ICMP PING undefined code,Attempted Information Leak,2,TCP,40.110.230.235,63196,159.183.53.187,54047
02/14-01:04:08.000000,ICMP PING,Attempted Denial of Service,3,TCP,66.95.120.231,27778,124.102.117.139,42614
02/14-01:04:09.000000,ICMP PING,Misc activity,2,TCP,79.123.212.150,49823,39.230.232.137,5552
02/14-01:04:10.000000,ICMP PING *NIX,Attempted Information Leak,2,TCP,179.59.17.177,45304,22.120.33.163,52930
02/14-01:04:11.000000,ICMP PING BSDtype,Attempted Information Leak,2,TCP,27.111.52.143,61957,200.225.249.163,34866
02/14-01:04:12.000000,ICMP PING *NIX,Attempted Information Leak,2,ICMP,45.4.59.71,31174,94.125.76.57,61663
02/14-01:04:13.000000,ICMP PING BSDtype,Attempted Information Leak,3,TCP,197.204.102.253,28157,187.12.159.29,50454
02/14-01:04:14.000000,ICMP PING undefined code,Attempted Information Leak,3,TCP,180.129.66.114,30759,69.154.104.254,18154
02/14-01:04:15.000000,ICMP PING *NIX,Misc activity,2,TCP,182.58.80.192,48556,161.28.55.132,50861
02/14-01:04:16.000000,SCAN nmap XMAS,Attempted Information Leak,3,ICMP,136.192.76.58,15768,142.210.90.210,42924
02/14-01:04:17.000000,SNMP request tcp,Misc activity,2,UDP,157.52.152.154,60283,11.46.61.189,60220
02/14-01:04:18.000000,SCAN nmap XMAS,Misc activity,3,TCP,172.154.183.182,38541,183.74.114.23,57728
02/14-01:04:19.000000,SNMP AgentX/tcp request,Attempted Information Leak,3,TCP,249.89.111.91,2861,219.209.204.127,29363
02/14-01:04:20.000000,ICMP PING undefined code,Misc activity,2,TCP,248.124.141.93,52530,55.180.12.92,33408
02/14-01:04:21.000000,ICMP PING undefined code,Attempted Information Leak,2,TCP,237.246.218.162,18599,74.156.55.72,8743
02/14-01:04:22.000000,ICMP PING BSDtype,Misc activity,2,TCP,96.129.183.244,5896,33.220.222.121,35452
02/14-01:04:23.000000,SCAN nmap XMAS,Misc activity,3,UDP,239.10.188.86,52717,153.181.36.220,15534
02/14-01:04:24.000000,SNMP request tcp,Attempted Information Leak,2,ICMP,117.13.29.95,5824,191.222.236.108,31026
02/14-01:04:25.000000,SNMP AgentX/tcp request,Attempted Information Leak,2,TCP,154.75.19.227,56831,201.254.214.224,1650
02/14-01:04:26.000000,ICMP PING undefined code,Misc activity,3,TCP,34.164.113.152,26182,210.36.127.88,14504
02/14-01:04:27.000000,ICMP PING undefined code,Misc activity,3,UDP,121.190.179.128,33788,189.116.173.221,37028
02/14-01:04:28.000000,SCAN nmap XMAS,Attempted Information Leak,2,TCP,32.145.199.173,37622,192.75.244.55,17231
02/14-01:04:29.000000,SCAN nmap XMAS,Attempted Information Leak,3,TCP,188.238.192.233,54092,3.112.186.52,42775
02/14-01:04:30.000000,ICMP PING *NIX,Misc activity,2,TCP,234.187.182.178,15892,64.83.113.126,4083
02/14-01:04:31.000000,ICMP PING undefined code,Attempted Information Leak,3,ICMP,200.166.94.11,47282,133.147.55.140,367
02/14-01:04:32.000000,ICMP PING undefined code,Misc activity,2,TCP,97.134.209.208,2142,80.200.152.168,64179
02/14-01:04:33.000000,SNMP trap tcp,Attempted Information Leak,3,UDP,168.199.153.225,16144,170.7.237.223,902
02/14-01:04:34.000000,ICMP PING undefined code,Attempted Information Leak,3,UDP,214.80.172.16,44707,146.161.215.28,1249
02/14-01:04:35.000000,SNMP trap tcp,Misc activity,2,TCP,254.234.34.58,35060,19.168.165.238,46304
02/14-01:04:36.000000,ICMP PING,Attempted Information Leak,2,UDP,43.118.12.94,20160,246.40.52.66,21608
02/14-01:04:37.000000,ICMP PING *NIX,Misc activity,3,TCP,82.232.195.199,41362,127.54.88.13,25725
02/14-01:04:38.000000,SNMP AgentX/tcp request,Attempted Information Leak,3,UDP,185.62.42.221,36540,27.34.77.240,30783
02/14-01:04:39.000000,ICMP PING *NIX,Attempted Information Leak,2,TCP,169.200.102.146,54400,152.2.73.179,3090
02/14-01:04:40.000000,SNMP AgentX/tcp request,Attempted Information Leak,2,TCP,54.62.76.248,47393,73.165.26.192,28168
02/14-01:04:41.000000,SCAN nmap XMAS,Misc activity,3,UDP,36.191.114.229,60872,88.102.151.112,64982
02/14-01:04:42.000000,SCAN nmap XMAS,Misc activity,3,TCP,126.76.9.136,20739,53.130.249.214,65476
02/14-01:04:43.000000,ICMP PING,Misc activity,2,ICMP,67.133.133.39,52348,2.38.31.15,19400
02/14-01:04:44.000000,ICMP PING BSDtype,Misc activity,3,ICMP,152.117.150.181,39146,152.228.168.130,27215
02/14-01:04:45.000000,SCAN nmap XMAS,Attempted Information Leak,3,TCP,116.176.217.70,8564,12.76.42.194,59341
02/14-01:04:46.000000,ICMP PING,Misc activity,3,ICMP,117.228.216.17,9110,3.141.238.105,11375
02/14-01:04:47.000000,SNMP request tcp,Misc activity,3,ICMP,113.205.109.201,48630,188.68.59.252,15851
02/14-01:04:48.000000,ICMP PING,Misc activity,2,TCP,61.61.94.162,7776,106.200.63.61,46893
02/14-01:04:49.000000,ICMP PING,Misc activity,2,TCP,67.197.199.132,9883,168.95.145.134,37472
02/14-01:04:50.000000,ICMP PING undefined code,Misc activity,3,TCP,74.177.3.163,45751,47.131.157.73,25973
02/14-01:04:51.000000,ICMP PING,Misc activity,3,TCP,187.34.64.198,34590,142.94.135.36,19408
02/14-01:04:52.000000,SNMP AgentX/tcp request,Attempted Information Leak,3,UDP,221.102.62.21,62393,177.205.197.80,24792
02/14-01:04:53.000000,SNMP request tcp,Misc activity,2,UDP,189.179.101.250,39536,25.107.76.200,48305
02/14-01:04:54.000000,ICMP PING,Misc activity,2,ICMP,77.94.216.58,11997,189.75.183.181,20621
02/14-01:04:55.000000,ICMP PING undefined code,Attempted Information Leak,3,TCP,20.219.189.223,60250,152.80.136.28,15833
02/14-01:04:56.000000,ICMP PING undefined code,Misc activity,2,TCP,124.58.212.71,18928,97.209.139.132,4931
02/14-01:04:57.000000,SNMP trap tcp,Attempted Information Leak,3,TCP,32.230.39.4,45668,200.244.70.201,41520
02/14-01:04:58.000000,ICMP PING,Attempted Information Leak,2,UDP,126.223.251.9,54140,142.111.57.148,26369
02/14-01:04:59.000000,SCAN nmap XMAS,Misc activity,3,UDP,231.184.122.109,34792,58.5.161.133,56488
02/14-01:05:00.000000,ICMP PING undefined code,Misc activity,3,TCP,99.86.196.25,9175,24.242.100.27,58005
02/14-01:05:01.000000,ICMP PING undefined code,Misc activity,3,TCP,247.103.92.85,15690,152.194.65.212,3843
02/14-01:05:02.000000,SNMP AgentX/tcp request,Misc activity,3,TCP,1.45.95.219,51452,144.135.77.114,29452
02/14-01:05:03.000000,SCAN nmap XMAS,Misc activity,2,TCP,22.142.228.37,25957,187.216.208.156,14544
02/14-01:05:04.000000,SCAN nmap XMAS,Attempted Information Leak,3,TCP,103.30.57.208,18599,97.171.140.99,59959
02/14-01:05:05.000000,SNMP trap tcp,Misc activity,3,ICMP,227.125.56.138,5964,116.154.87.167,12486
02/14-01:05:06.000000,ICMP PING,Misc activity,3,UDP,93.185.29.219,48142,27.87.115.196,62187
02/14-01:05:07.000000,ICMP PING,Misc activity,2,TCP,88.203.221.42,4065,229.223.67.251,16402
